Sistema de Colas Simple
Cliente 870:  8.176 minutos
Cliente 871: 21.196 minutos
Cliente 872:  9.594 minutos
Cliente 873:  6.038 minutos
Cliente 874:  4.513 minutos
Cliente 875:  5.454 minutos
Cliente 876:  8.892 minutos
Cliente 877:  4.397 minutos
Cliente 878:  0.697 minutos
Cliente 879:  1.154 minutos
Cliente 880:  3.070 minutos
Cliente 881:  6.368 minutos
Cliente 882:  5.453 minutos
Cliente 883:  7.183 minutos
Cliente 884: 23.333 minutos
Cliente 885:  0.956 minutos
Cliente 886:  0.794 minutos
Cliente 887:  7.754 minutos
Cliente 888:  9.946 minutos
Cliente 889: 10.360 minutos
Cliente 890:  0.482 minutos
Cliente 891:  9.377 minutos
Cliente 892:  0.615 minutos
Cliente 893:  3.670 minutos
Cliente 894:  3.354 minutos
Cliente 895: 12.813 minutos
Cliente 896:  5.037 minutos
Cliente 897: 16.848 minutos
Cliente 898:  4.569 minutos
Cliente 899: 10.668 minutos
Cliente 900:  0.086 minutos
Cliente 901:  3.433 minutos
Cliente 902: 13.793 minutos
Cliente 903:  2.172 minutos
Cliente 904:  2.187 minutos
Cliente 905:  0.376 minutos
Cliente 906:  3.426 minutos
Cliente 907:  3.147 minutos
Cliente 908: 18.482 minutos
Cliente 909: 24.689 minutos
Cliente 910: 14.279 minutos
Cliente 911:  1.617 minutos
Cliente 912:  4.366 minutos
Cliente 913:  4.029 minutos
Cliente 914:  9.175 minutos
Cliente 915:  7.706 minutos
Cliente 916:  1.081 minutos
Cliente 917: 16.976 minutos
Cliente 918:  5.757 minutos
Cliente 919:  4.844 minutos
Cliente 920: 15.631 minutos
Cliente 921: 11.371 minutos
Cliente 922: 11.494 minutos
Cliente 923: 10.842 minutos
Cliente 924:  1.695 minutos
Cliente 925:  1.279 minutos
Cliente 926:  0.805 minutos
Cliente 927: 17.963 minutos
Cliente 928: 11.677 minutos
Cliente 929:  9.332 minutos
Cliente 930:  5.514 minutos
Cliente 931: 19.944 minutos
Cliente 932:  1.733 minutos
Cliente 933:  2.936 minutos
Cliente 934:  9.828 minutos
Cliente 935:  0.634 minutos
Cliente 936:  3.603 minutos
Cliente 937: 20.449 minutos
Cliente 938:  4.806 minutos
Cliente 939:  6.576 minutos
Cliente 940:  0.544 minutos
Cliente 941: 14.827 minutos
Cliente 942: 28.819 minutos
Cliente 943: 13.335 minutos
Cliente 944: 14.167 minutos
Cliente 945:  3.258 minutos
Cliente 946: 12.526 minutos
Cliente 947: 10.401 minutos
Cliente 948:  0.028 minutos
Cliente 949: 10.924 minutos
Cliente 950:  6.070 minutos
Cliente 951:  1.995 minutos
Cliente 952: 27.767 minutos
Cliente 953: 22.729 minutos
Cliente 954:  0.130 minutos
Cliente 955:  4.459 minutos
Cliente 956:  1.025 minutos
Cliente 957:  7.683 minutos
Cliente 958: 19.468 minutos
Cliente 959:  1.826 minutos
Cliente 960:  2.214 minutos
Cliente 961: 11.592 minutos
Cliente 962: 21.728 minutos
Cliente 963:  7.022 minutos
Cliente 964:  0.526 minutos
Cliente 965: 12.524 minutos
Cliente 966:  4.830 minutos
Cliente 967:  2.377 minutos
Cliente 968: 13.971 minutos
Cliente 969:  3.749 minutos
Cliente 970: 22.714 minutos
Cliente 971:  9.346 minutos
Cliente 972:  0.350 minutos
Cliente 973: 19.040 minutos
Cliente 974: 14.878 minutos
Cliente 975:  3.709 minutos
Cliente 976:  7.940 minutos
Cliente 977: 24.062 minutos
Cliente 978:  2.476 minutos
Cliente 979: 13.902 minutos
Cliente 980:  1.391 minutos
Cliente 981: 11.502 minutos
Cliente 982:  4.298 minutos
Cliente 983:  3.764 minutos
Cliente 984: 11.825 minutos
Cliente 985: 10.782 minutos
Cliente 986: 23.095 minutos
Cliente 987: 22.721 minutos
Cliente 988:  1.119 minutos
Cliente 989: 26.917 minutos
Cliente 990:  5.726 minutos
Cliente 991: 10.652 minutos
Cliente 992:  7.185 minutos
Cliente 993:  2.537 minutos
Cliente 994: 18.720 minutos
Cliente 995:  0.950 minutos
Cliente 996: 12.478 minutos
Cliente 997: 14.448 minutos
Cliente 998: 21.393 minutos
Cliente 999:  0.468 minutos
Cliente 1000:  2.717 minutos

Tiempos de atención:
Cliente 1:  4.154 minutos
Cliente 2:  1.110 minutos
Cliente 3:  5.974 minutos
Cliente 4:  1.646 minutos
Cliente 5:  4.550 minutos
Cliente 6:  0.976 minutos
Cliente 7:  2.179 minutos
Cliente 8: 11.831 minutos
Cliente 9:  9.978 minutos
Cliente 10:  3.306 minutos
Cliente 11: 11.318 minutos
Cliente 12:  2.150 minutos
Cliente 13:  6.380 minutos
Cliente 14:  4.296 minutos
Cliente 15:  5.370 minutos
Cliente 16:  2.573 minutos
Cliente 17:  1.000 minutos
Cliente 18:  0.875 minutos
Cliente 19:  2.571 minutos
Cliente 20: 16.926 minutos
Cliente 21:  4.239 minutos
Cliente 22:  0.207 minutos
Cliente 23:  3.250 minutos
Cliente 24:  0.521 minutos
Cliente 25:  3.881 minutos
Cliente 26:  5.436 minutos
Cliente 27: 10.540 minutos
Cliente 28:  2.137 minutos
Cliente 29:  3.126 minutos
Cliente 30:  8.398 minutos
Cliente 31: 17.406 minutos
Cliente 32:  5.323 minutos
Cliente 33:  2.269 minutos
Cliente 34:  1.031 minutos
Cliente 35:  1.322 minutos
Cliente 36: 12.356 minutos
Cliente 37:  3.778 minutos
Cliente 38:  9.287 minutos
Cliente 39:  1.050 minutos
Cliente 40:  0.011 minutos
Cliente 41:  6.821 minutos
Cliente 42:  9.764 minutos
Cliente 43:  0.217 minutos
Cliente 44:  2.777 minutos
Cliente 45:  0.396 minutos
Cliente 46:  5.685 minutos
Cliente 47:  0.261 minutos
Cliente 48:  1.482 minutos
Cliente 49:  0.977 minutos
Cliente 50:  3.030 minutos
Cliente 51:  2.069 minutos
Cliente 52:  7.091 minutos
Cliente 53:  1.346 minutos
Cliente 54: 13.281 minutos
Cliente 55:  9.615 minutos
Cliente 56: 16.923 minutos
Cliente 57:  2.817 minutos
Cliente 58:  3.816 minutos
Cliente 59:  4.610 minutos
Cliente 60:  2.274 minutos
Cliente 61:  3.675 minutos
Cliente 62:  2.894 minutos
Cliente 63:  2.434 minutos
Cliente 64:  3.220 minutos
Cliente 65:  0.986 minutos
Cliente 66: 17.418 minutos
Cliente 67: 20.089 minutos
Cliente 68:  3.183 minutos
Cliente 69: 16.287 minutos
Cliente 70:  3.194 minutos
Cliente 71:  6.969 minutos
Cliente 72:  7.056 minutos
Cliente 73:  0.823 minutos
Cliente 74: 21.213 minutos
Cliente 75:  3.110 minutos
Cliente 76:  0.928 minutos
Cliente 77: 11.420 minutos
Cliente 78:  2.287 minutos
Cliente 79:  6.726 minutos
Cliente 80:  0.753 minutos
Cliente 81:  6.621 minutos
Cliente 82:  1.542 minutos
Cliente 83: 14.010 minutos
Cliente 84:  1.631 minutos
Cliente 85:  6.540 minutos
Cliente 86:  0.604 minutos
Cliente 87:  1.081 minutos
Cliente 88:  5.591 minutos
Cliente 89:  5.820 minutos
Cliente 90:  0.517 minutos
Cliente 91:  1.570 minutos
Cliente 92:  4.402 minutos
Cliente 93:  3.454 minutos
Cliente 94:  3.827 minutos
Cliente 95:  0.083 minutos
Cliente 96:  4.514 minutos
Cliente 97:  9.388 minutos
Cliente 98:  4.610 minutos
Cliente 99:  2.343 minutos
Cliente 100:  6.542 minutos
Cliente 101:  1.777 minutos
Cliente 102:  0.211 minutos
Cliente 103:  6.153 minutos
Cliente 104:  0.935 minutos
Cliente 105: 20.254 minutos
Cliente 106:  0.395 minutos
Cliente 107:  2.733 minutos
Cliente 108: 12.848 minutos
Cliente 109: 11.032 minutos
Cliente 110:  4.693 minutos
Cliente 111:  1.422 minutos
Cliente 112:  1.145 minutos
Cliente 113:  3.974 minutos
Cliente 114:  9.845 minutos
Cliente 115:  4.370 minutos
Cliente 116:  2.885 minutos
Cliente 117:  0.196 minutos
Cliente 118:  1.993 minutos
Cliente 119:  7.884 minutos
Cliente 120:  8.368 minutos
Cliente 121:  7.541 minutos
Cliente 122:  6.809 minutos
Cliente 123:  1.359 minutos
Cliente 124:  4.099 minutos
Cliente 125:  3.177 minutos
Cliente 126:  5.451 minutos
Cliente 127:  2.794 minutos
Cliente 128:  0.348 minutos
Cliente 129:  1.081 minutos
Cliente 130:  6.663 minutos
Cliente 131:  2.752 minutos
Cliente 132:  2.525 minutos
Cliente 133:  2.049 minutos
Cliente 134:  0.620 minutos
Cliente 135:  7.043 minutos
Cliente 136:  8.349 minutos
Cliente 137:  2.007 minutos
Cliente 138:  1.271 minutos
Cliente 139:  1.352 minutos
Cliente 140:  7.150 minutos
Cliente 141:  5.454 minutos
Cliente 142:  5.197 minutos
Cliente 143:  0.068 minutos
Cliente 144:  0.361 minutos
Cliente 145:  5.514 minutos
Cliente 146: 13.110 minutos
Cliente 147:  6.367 minutos
Cliente 148:  9.033 minutos
Cliente 149:  0.871 minutos
Cliente 150:  0.745 minutos
Cliente 151:  3.861 minutos
Cliente 152:  3.568 minutos
Cliente 153: 10.319 minutos
Cliente 154: 18.118 minutos
Cliente 155: 11.189 minutos
Cliente 156:  1.380 minutos
Cliente 157: 27.491 minutos
Cliente 158:  5.129 minutos
Cliente 159: 20.273 minutos
Cliente 160:  1.428 minutos
Cliente 161:  0.812 minutos
Cliente 162:  1.540 minutos
Cliente 163:  4.528 minutos
Cliente 164: 10.575 minutos
Cliente 165:  1.929 minutos
Cliente 166:  2.608 minutos
Cliente 167: 10.502 minutos
Cliente 168:  7.675 minutos
Cliente 169:  2.977 minutos
Cliente 170:  8.622 minutos
Cliente 171:  0.611 minutos
Cliente 172:  4.025 minutos
Cliente 173:  4.793 minutos
Cliente 174:  3.811 minutos
Cliente 175:  0.375 minutos
Cliente 176: 10.201 minutos
Cliente 177:  9.490 minutos
Cliente 178:  8.820 minutos
Cliente 179:  8.352 minutos
Cliente 180:  7.680 minutos
Cliente 181:  7.598 minutos
Cliente 182:  0.504 minutos
Cliente 183:  0.832 minutos
Cliente 184:  3.760 minutos
Cliente 185: 31.381 minutos
Cliente 186:  1.025 minutos
Cliente 187:  8.127 minutos
Cliente 188:  6.876 minutos
Cliente 189:  6.742 minutos
Cliente 190:  2.947 minutos
Cliente 191:  0.813 minutos
Cliente 192:  1.057 minutos
Cliente 193:  3.498 minutos
Cliente 194: 23.270 minutos
Cliente 195:  2.146 minutos
Cliente 196:  2.139 minutos
Cliente 197:  5.900 minutos
Cliente 198:  0.012 minutos
Cliente 199:  5.427 minutos
Cliente 200:  1.579 minutos
Cliente 201:  4.426 minutos
Cliente 202:  0.418 minutos
Cliente 203:  0.791 minutos
Cliente 204:  1.656 minutos
Cliente 205:  2.234 minutos
Cliente 206:  0.226 minutos
Cliente 207:  1.997 minutos
Cliente 208:  7.019 minutos
Cliente 209:  7.764 minutos
Cliente 210:  0.453 minutos
Cliente 211:  1.455 minutos
Cliente 212:  2.595 minutos
Cliente 213:  1.629 minutos
Cliente 214: 13.865 minutos
Cliente 215: 13.731 minutos
Cliente 216:  7.277 minutos
Cliente 217:  3.573 minutos
Cliente 218:  8.905 minutos
Cliente 219:  0.970 minutos
Cliente 220:  4.049 minutos
Cliente 221:  0.463 minutos
Cliente 222: 11.040 minutos
Cliente 223:  0.104 minutos
Cliente 224:  6.905 minutos
Cliente 225:  1.757 minutos
Cliente 226:  1.236 minutos
Cliente 227: 16.845 minutos
Cliente 228: 11.828 minutos
Cliente 229:  6.455 minutos
Cliente 230:  7.662 minutos
Cliente 231:  2.500 minutos
Cliente 232: 10.366 minutos
Cliente 233:  0.646 minutos
Cliente 234: 16.331 minutos
Cliente 235:  2.592 minutos
Cliente 236:  1.299 minutos
Cliente 237:  0.467 minutos
Cliente 238:  5.873 minutos
Cliente 239:  4.468 minutos
Cliente 240:  2.576 minutos
Cliente 241:  9.627 minutos
Cliente 242:  2.864 minutos
Cliente 243:  0.049 minutos
Cliente 244:  1.151 minutos
Cliente 245:  3.809 minutos
Cliente 246:  2.681 minutos
Cliente 247:  1.824 minutos
Cliente 248:  5.410 minutos
Cliente 249: 16.696 minutos
Cliente 250:  5.803 minutos
Cliente 251:  0.097 minutos
Cliente 252:  0.504 minutos
Cliente 253:  7.417 minutos
Cliente 254:  0.088 minutos
Cliente 255: 19.932 minutos
Cliente 256:  6.787 minutos
Cliente 257:  0.963 minutos
Cliente 258:  2.601 minutos
Cliente 259:  0.704 minutos
Cliente 260:  6.728 minutos
Cliente 261:  5.961 minutos
Cliente 262: 10.032 minutos
Cliente 263:  0.280 minutos
Cliente 264:  3.852 minutos
Cliente 265:  5.317 minutos
Cliente 266:  3.111 minutos
Cliente 267:  1.777 minutos
Cliente 268:  4.394 minutos
Cliente 269:  5.734 minutos
Cliente 270:  3.695 minutos
Cliente 271:  0.856 minutos
Cliente 272:  4.642 minutos
Cliente 273:  0.808 minutos
Cliente 274: 27.265 minutos
Cliente 275: 13.693 minutos
Cliente 276: 17.805 minutos
Cliente 277:  1.673 minutos
Cliente 278:  0.678 minutos
Cliente 279:  1.859 minutos
Cliente 280: 26.263 minutos
Cliente 281:  7.440 minutos
Cliente 282:  2.964 minutos
Cliente 283:  7.793 minutos
Cliente 284:  5.153 minutos
Cliente 285:  7.641 minutos
Cliente 286:  0.505 minutos
Cliente 287: 15.438 minutos
Cliente 288:  1.251 minutos
Cliente 289:  6.810 minutos
Cliente 290:  6.239 minutos
Cliente 291:  9.623 minutos
Cliente 292:  5.014 minutos
Cliente 293:  9.464 minutos
Cliente 294:  5.125 minutos
Cliente 295:  1.930 minutos
Cliente 296:  5.904 minutos
Cliente 297:  3.079 minutos
Cliente 298:  1.002 minutos
Cliente 299:  0.757 minutos
Cliente 300:  2.044 minutos
Cliente 301:  2.020 minutos
Cliente 302: 10.992 minutos
Cliente 303:  2.587 minutos
Cliente 304: 14.797 minutos
Cliente 305:  3.387 minutos
Cliente 306:  0.380 minutos
Cliente 307:  2.989 minutos
Cliente 308:  2.996 minutos
Cliente 309:  3.081 minutos
Cliente 310:  0.574 minutos
Cliente 311:  6.273 minutos
Cliente 312: 11.508 minutos
Cliente 313:  2.236 minutos
Cliente 314:  0.884 minutos
Cliente 315:  0.346 minutos
Cliente 316:  3.341 minutos
Cliente 317:  2.703 minutos
Cliente 318:  2.359 minutos
Cliente 319:  0.865 minutos
Cliente 320:  3.706 minutos
Cliente 321:  1.212 minutos
Cliente 322:  8.525 minutos
Cliente 323: 10.297 minutos
Cliente 324:  0.770 minutos
Cliente 325:  1.745 minutos
Cliente 326:  0.897 minutos
Cliente 327:  9.580 minutos
Cliente 328:  4.014 minutos
Cliente 329:  0.078 minutos
Cliente 330: 12.997 minutos
Cliente 331:  7.882 minutos
Cliente 332:  8.693 minutos
Cliente 333:  5.419 minutos
Cliente 334: 20.729 minutos
Cliente 335:  1.399 minutos
Cliente 336:  6.974 minutos
Cliente 337:  1.698 minutos
Cliente 338:  3.748 minutos
Cliente 339:  1.642 minutos
Cliente 340:  0.833 minutos
Cliente 341:  9.169 minutos
Cliente 342:  6.378 minutos
Cliente 343:  8.011 minutos
Cliente 344:  2.872 minutos
Cliente 345:  0.683 minutos
Cliente 346:  0.670 minutos
Cliente 347:  6.324 minutos
Cliente 348:  9.576 minutos
Cliente 349: 14.186 minutos
Cliente 350:  1.739 minutos
Cliente 351:  3.193 minutos
Cliente 352:  5.531 minutos
Cliente 353:  5.802 minutos
Cliente 354:  3.763 minutos
Cliente 355:  0.387 minutos
Cliente 356: 11.219 minutos
Cliente 357:  2.208 minutos
Cliente 358: 12.946 minutos
Cliente 359:  5.520 minutos
Cliente 360:  3.560 minutos
Cliente 361:  0.663 minutos
Cliente 362: 14.292 minutos
Cliente 363:  2.749 minutos
Cliente 364:  1.053 minutos
Cliente 365:  0.594 minutos
Cliente 366: 27.903 minutos
Cliente 367: 10.475 minutos
Cliente 368: 14.777 minutos
Cliente 369:  6.817 minutos
Cliente 370:  0.609 minutos
Cliente 371:  0.948 minutos
Cliente 372:  4.768 minutos
Cliente 373: 14.249 minutos
Cliente 374:  5.320 minutos
Cliente 375:  0.586 minutos
Cliente 376:  0.359 minutos
Cliente 377:  6.421 minutos
Cliente 378:  1.947 minutos
Cliente 379:  2.109 minutos
Cliente 380:  6.244 minutos
Cliente 381:  4.592 minutos
Cliente 382:  9.096 minutos
Cliente 383:  1.837 minutos
Cliente 384: 13.583 minutos
Cliente 385:  9.127 minutos
Cliente 386: 18.616 minutos
Cliente 387:  0.353 minutos
Cliente 388:  3.142 minutos
Cliente 389:  2.982 minutos
Cliente 390: 10.987 minutos
Cliente 391:  0.253 minutos
Cliente 392: 13.131 minutos
Cliente 393:  9.541 minutos
Cliente 394: 11.332 minutos
Cliente 395:  6.865 minutos
Cliente 396:  7.053 minutos
Cliente 397:  6.024 minutos
Cliente 398:  5.053 minutos
Cliente 399: 14.462 minutos
Cliente 400:  7.725 minutos
Cliente 401: 28.549 minutos
Cliente 402:  0.533 minutos
Cliente 403:  7.552 minutos
Cliente 404:  3.543 minutos
Cliente 405: 27.506 minutos
Cliente 406:  4.104 minutos
Cliente 407:  0.510 minutos
Cliente 408:  8.292 minutos
Cliente 409:  4.711 minutos
Cliente 410: 10.965 minutos
Cliente 411:  9.733 minutos
Cliente 412:  4.784 minutos
Cliente 413:  0.740 minutos
Cliente 414:  9.673 minutos
Cliente 415:  3.343 minutos
Cliente 416: 10.563 minutos
Cliente 417: 15.028 minutos
Cliente 418:  2.246 minutos
Cliente 419:  3.215 minutos
Cliente 420:  7.550 minutos
Cliente 421:  4.894 minutos
Cliente 422:  8.572 minutos
Cliente 423:  7.378 minutos
Cliente 424:  2.921 minutos
Cliente 425:  2.208 minutos
Cliente 426:  5.860 minutos
Cliente 427:  3.820 minutos
Cliente 428:  6.972 minutos
Cliente 429:  0.182 minutos
Cliente 430:  9.233 minutos
Cliente 431:  6.637 minutos
Cliente 432:  4.713 minutos
Cliente 433:  9.540 minutos
Cliente 434:  2.453 minutos
Cliente 435: 12.893 minutos
Cliente 436:  6.469 minutos
Cliente 437:  0.429 minutos
Cliente 438:  0.331 minutos
Cliente 439:  8.656 minutos
Cliente 440: 13.702 minutos
Cliente 441:  6.360 minutos
Cliente 442: 15.339 minutos
Cliente 443:  1.521 minutos
Cliente 444:  0.198 minutos
Cliente 445:  3.697 minutos
Cliente 446:  3.727 minutos
Cliente 447:  0.329 minutos
Cliente 448: 11.316 minutos
Cliente 449:  4.059 minutos
Cliente 450: 21.587 minutos
Cliente 451:  9.266 minutos
Cliente 452: 16.630 minutos
Cliente 453:  2.559 minutos
Cliente 454:  1.425 minutos
Cliente 455:  3.973 minutos
Cliente 456:  2.254 minutos
Cliente 457:  3.254 minutos
Cliente 458:  6.527 minutos
Cliente 459:  5.541 minutos
Cliente 460:  6.968 minutos
Cliente 461:  4.128 minutos
Cliente 462:  8.013 minutos
Cliente 463: 11.983 minutos
Cliente 464:  0.342 minutos
Cliente 465:  6.060 minutos
Cliente 466:  3.825 minutos
Cliente 467:  2.671 minutos
Cliente 468:  2.683 minutos
Cliente 469: 18.143 minutos
Cliente 470:  8.583 minutos
Cliente 471:  3.033 minutos
Cliente 472:  5.054 minutos
Cliente 473: 12.792 minutos
Cliente 474: 10.559 minutos
Cliente 475:  4.144 minutos
Cliente 476: 10.855 minutos
Cliente 477:  6.958 minutos
Cliente 478:  9.526 minutos
Cliente 479:  2.961 minutos
Cliente 480:  2.517 minutos
Cliente 481:  2.592 minutos
Cliente 482:  6.379 minutos
Cliente 483:  4.674 minutos
Cliente 484: 11.663 minutos
Cliente 485:  0.779 minutos
Cliente 486:  6.496 minutos
Cliente 487:  1.612 minutos
Cliente 488: 20.609 minutos
Cliente 489:  4.482 minutos
Cliente 490:  0.452 minutos
Cliente 491:  4.124 minutos
Cliente 492:  7.357 minutos
Cliente 493: 11.481 minutos
Cliente 494:  0.306 minutos
Cliente 495:  6.008 minutos
Cliente 496:  0.532 minutos
Cliente 497:  4.024 minutos
Cliente 498: 42.468 minutos
Cliente 499:  6.515 minutos
Cliente 500:  0.058 minutos
Cliente 501:  2.932 minutos
Cliente 502:  7.389 minutos
Cliente 503:  7.765 minutos
Cliente 504: 20.664 minutos
Cliente 505:  5.105 minutos
Cliente 506:  9.054 minutos
Cliente 507:  7.915 minutos
Cliente 508:  3.054 minutos
Cliente 509:  1.895 minutos
Cliente 510:  0.366 minutos
Cliente 511: 22.061 minutos
Cliente 512: 17.248 minutos
Cliente 513:  0.915 minutos
Cliente 514: 20.016 minutos
Cliente 515:  4.452 minutos
Cliente 516: 15.104 minutos
Cliente 517:  3.930 minutos
Cliente 518:  1.037 minutos
Cliente 519: 10.719 minutos
Cliente 520:  2.536 minutos
Cliente 521:  0.585 minutos
Cliente 522:  3.129 minutos
Cliente 523:  0.771 minutos
Cliente 524:  0.828 minutos
Cliente 525:  0.615 minutos
Cliente 526:  6.091 minutos
Cliente 527:  3.519 minutos
Cliente 528:  3.818 minutos
Cliente 529:  2.859 minutos
Cliente 530: 24.707 minutos
Cliente 531:  2.517 minutos
Cliente 532: 10.449 minutos
Cliente 533:  0.111 minutos
Cliente 534:  4.727 minutos
Cliente 535: 10.954 minutos
Cliente 536:  3.647 minutos
Cliente 537:  1.458 minutos
Cliente 538:  9.503 minutos
Cliente 539:  7.189 minutos
Cliente 540:  9.907 minutos
Cliente 541:  2.691 minutos
Cliente 542:  6.373 minutos
Cliente 543: 12.178 minutos
Cliente 544: 13.491 minutos
Cliente 545:  1.484 minutos
Cliente 546:  5.643 minutos
Cliente 547:  2.926 minutos
Cliente 548:  2.167 minutos
Cliente 549:  8.441 minutos
Cliente 550:  3.840 minutos
Cliente 551: 11.049 minutos
Cliente 552:  2.540 minutos
Cliente 553: 15.086 minutos
Cliente 554:  2.070 minutos
Cliente 555:  2.654 minutos
Cliente 556:  1.850 minutos
Cliente 557:  5.319 minutos
Cliente 558:  1.707 minutos
Cliente 559:  9.106 minutos
Cliente 560:  9.844 minutos
Cliente 561:  6.672 minutos
Cliente 562:  0.657 minutos
Cliente 563:  0.254 minutos
Cliente 564:  5.866 minutos
Cliente 565:  4.155 minutos
Cliente 566:  1.391 minutos
Cliente 567:  0.000 minutos
Cliente 568:  7.731 minutos
Cliente 569:  8.005 minutos
Cliente 570:  4.038 minutos
Cliente 571:  5.705 minutos
Cliente 572:  5.303 minutos
Cliente 573: 16.278 minutos
Cliente 574:  3.519 minutos
Cliente 575:  2.133 minutos
Cliente 576:  2.814 minutos
Cliente 577:  4.642 minutos
Cliente 578:  7.037 minutos
Cliente 579:  1.202 minutos
Cliente 580:  5.826 minutos
Cliente 581:  1.719 minutos
Cliente 582: 10.338 minutos
Cliente 583:  0.300 minutos
Cliente 584:  1.201 minutos
Cliente 585: 43.967 minutos
Cliente 586:  8.393 minutos
Cliente 587:  4.647 minutos
Cliente 588: 11.154 minutos
Cliente 589:  1.943 minutos
Cliente 590:  3.922 minutos
Cliente 591:  2.489 minutos
Cliente 592:  0.365 minutos
Cliente 593:  1.143 minutos
Cliente 594:  5.380 minutos
Cliente 595: 13.900 minutos
Cliente 596:  9.536 minutos
Cliente 597:  0.112 minutos
Cliente 598: 11.805 minutos
Cliente 599:  0.284 minutos
Cliente 600:  7.125 minutos
Cliente 601:  2.894 minutos
Cliente 602:  4.145 minutos
Cliente 603:  0.686 minutos
Cliente 604:  1.716 minutos
Cliente 605:  1.883 minutos
Cliente 606:  3.797 minutos
Cliente 607: 11.708 minutos
Cliente 608:  6.497 minutos
Cliente 609:  3.263 minutos
Cliente 610:  6.140 minutos
Cliente 611: 12.490 minutos
Cliente 612: 15.194 minutos
Cliente 613:  2.076 minutos
Cliente 614:  2.048 minutos
Cliente 615:  2.722 minutos
Cliente 616:  5.338 minutos
Cliente 617:  6.735 minutos
Cliente 618: 19.242 minutos
Cliente 619:  1.816 minutos
Cliente 620:  9.253 minutos
Cliente 621:  4.792 minutos
Cliente 622:  0.948 minutos
Cliente 623:  4.944 minutos
Cliente 624: 18.233 minutos
Cliente 625:  4.821 minutos
Cliente 626: 11.532 minutos
Cliente 627:  2.346 minutos
Cliente 628:  0.322 minutos
Cliente 629:  8.368 minutos
Cliente 630:  4.899 minutos
Cliente 631:  6.376 minutos
Cliente 632:  6.386 minutos
Cliente 633:  0.848 minutos
Cliente 634:  5.448 minutos
Cliente 635:  2.325 minutos
Cliente 636:  2.181 minutos
Cliente 637:  0.049 minutos
Cliente 638:  7.034 minutos
Cliente 639: 17.229 minutos
Cliente 640:  6.379 minutos
Cliente 641:  5.585 minutos
Cliente 642: 17.168 minutos
Cliente 643:  5.972 minutos
Cliente 644:  3.650 minutos
Cliente 645:  2.476 minutos
Cliente 646:  8.553 minutos
Cliente 647:  0.524 minutos
Cliente 648: 20.683 minutos
Cliente 649: 16.128 minutos
Cliente 650:  0.784 minutos
Cliente 651:  0.099 minutos
Cliente 652:  4.839 minutos
Cliente 653:  3.300 minutos
Cliente 654:  5.657 minutos
Cliente 655:  1.628 minutos
Cliente 656:  0.313 minutos
Cliente 657:  0.330 minutos
Cliente 658:  2.498 minutos
Cliente 659:  1.623 minutos
Cliente 660:  3.812 minutos
Cliente 661:  9.931 minutos
Cliente 662: 13.316 minutos
Cliente 663:  4.691 minutos
Cliente 664:  0.674 minutos
Cliente 665:  1.627 minutos
Cliente 666: 11.843 minutos
Cliente 667:  3.032 minutos
Cliente 668:  0.033 minutos
Cliente 669:  9.874 minutos
Cliente 670:  1.147 minutos
Cliente 671:  4.638 minutos
Cliente 672:  0.359 minutos
Cliente 673:  0.077 minutos
Cliente 674:  2.343 minutos
Cliente 675:  3.230 minutos
Cliente 676:  8.513 minutos
Cliente 677:  0.774 minutos
Cliente 678:  0.598 minutos
Cliente 679:  0.958 minutos
Cliente 680:  3.927 minutos
Cliente 681:  1.218 minutos
Cliente 682: 24.722 minutos
Cliente 683: 10.919 minutos
Cliente 684:  8.729 minutos
Cliente 685:  5.362 minutos
Cliente 686:  5.803 minutos
Cliente 687:  0.790 minutos
Cliente 688:  3.798 minutos
Cliente 689:  3.523 minutos
Cliente 690:  1.055 minutos
Cliente 691:  1.142 minutos
Cliente 692:  2.047 minutos
Cliente 693:  7.712 minutos
Cliente 694:  8.506 minutos
Cliente 695:  6.572 minutos
Cliente 696:  3.784 minutos
Cliente 697:  6.895 minutos
Cliente 698:  5.615 minutos
Cliente 699: 12.490 minutos
Cliente 700:  3.668 minutos
Cliente 701:  2.598 minutos
Cliente 702:  2.264 minutos
Cliente 703:  4.288 minutos
Cliente 704: 17.441 minutos
Cliente 705:  3.041 minutos
Cliente 706:  0.014 minutos
Cliente 707: 10.280 minutos
Cliente 708:  0.445 minutos
Cliente 709: 19.254 minutos
Cliente 710:  4.783 minutos
Cliente 711:  4.614 minutos
Cliente 712:  0.530 minutos
Cliente 713:  7.512 minutos
Cliente 714: 11.850 minutos
Cliente 715:  8.808 minutos
Cliente 716:  4.633 minutos
Cliente 717:  3.394 minutos
Cliente 718:  7.102 minutos
Cliente 719:  2.331 minutos
Cliente 720:  8.936 minutos
Cliente 721:  9.128 minutos
Cliente 722:  0.758 minutos
Cliente 723:  1.563 minutos
Cliente 724:  3.112 minutos
Cliente 725:  6.080 minutos
Cliente 726:  2.147 minutos
Cliente 727: 25.032 minutos
Cliente 728:  1.314 minutos
Cliente 729:  3.747 minutos
Cliente 730: 19.150 minutos
Cliente 731: 15.691 minutos
Cliente 732:  4.927 minutos
Cliente 733:  2.048 minutos
Cliente 734:  2.046 minutos
Cliente 735:  3.604 minutos
Cliente 736:  6.482 minutos
Cliente 737:  1.073 minutos
Cliente 738: 19.407 minutos
Cliente 739:  6.347 minutos
Cliente 740:  1.607 minutos
Cliente 741: 10.575 minutos
Cliente 742:  0.979 minutos
